# portf_ret_nn_train,3.772860008
-0.007277,
0.071827,
0.04571,
0.044787,
0.059172,
0.055033,
0.060409,
0.05687,
0.04432,
0.073491,
0.066656,
0.051422,
0.057282,
0.048918,
0.040671,
0.072248,
0.111319,
0.054258,
0.039174,
0.054162,
0.072559,
0.06623,
0.060594,
0.079348,
0.061141,
0.061391,
0.056236,
0.057791,
0.078508,
0.081362,
0.054128,
0.060285,
0.06876,
0.083555,
0.152547,
0.005881,
0.028732,
0.099477,
0.05077,
0.045672,
0.055913,
0.111905,
0.106432,
0.067623,
-0.04319,
0.072698,
0.055034,
0.074695,
0.07019,
0.00698,
-0.021684,
-0.052212,
0.070674,
0.074935,
0.056632,
0.086437,
0.018362,
0.001516,
0.057823,
0.027088,
0.104992,
0.145515,
0.262811,
0.149265,
0.167088,
0.066025,
0.051931,
0.153363,
0.1003,
0.05003,
0.124981,
0.026333,
0.0718,
0.067288,
0.252968,
0.135951,
0.186411,
0.143045,
0.236133,
0.105632,
0.0324,
0.185277,
0.188981,
0.068695,
0.119757,
0.152016,
0.165362,
0.119471,
0.386827,
0.229079,
0.109409,
0.071777,
0.156098,
0.05604,
0.084512,
0.032323,
0.039208,
0.201209,
0.160279,
0.125962,
0.124077,
0.048748,
0.120539,
0.089321,
0.058458,
0.005918,
0.105471,
0.082948,
0.05311,
0.120922,
0.158383,
0.13331,
0.085907,
0.027962,
0.063909,
0.058115,
0.084353,
0.072583,
0.140845,
0.07229,
0.093222,
0.12593,
0.082922,
0.076487,
0.114152,
0.059818,
0.046753,
0.046541,
0.05047,
0.060152,
-0.038708,
0.01014,
0.084888,
0.03632,
0.148287,
0.088722,
-0.017046,
0.013407,
0.011718,
-0.022888,
0.11722,
0.056081,
0.114102,
0.04225,
0.02005,
-0.016188,
0.078377,
0.048139,
0.104896,
0.028927,
0.032706,
0.028259,
-0.016642,
0.004817,
-0.011375,
0.056341,
0.049937,
0.070484,
0.066189,
0.03966,
0.038311,
0.022387,
0.039406,
0.055611,
0.042646,
0.017803,
-0.001633,
0.019881,
0.036769,
0.058843,
0.004563,
0.053463,
0.021059,
0.01204,
-0.000172,
0.105751,
0.05222,
-0.001737,
0.136241,
0.078063,
-0.013432,
-0.042222,
-0.003291,
0.252708,
0.111733,
0.009204,
0.227001,
0.517559,
0.285922,
0.128751,
0.169916,
0.170493,
0.097155,
0.032661,
0.101694,
0.09989,
0.060142,
0.083203,
0.123095,
0.095031,
-0.011529,
-0.036922,
0.097548,
0.024287,
0.149466,
0.057933,
0.048984,
0.119729,
0.046666,
0.082471,
0.015801,
0.033942,
0.029713,
-0.01207,
-0.008346,
-0.048354,
-0.079711,
0.16096,
0.027112,
0.015037,
0.136935,
0.059754,
0.026756,
0.027348,
-0.023638,
0.060983,
0.022949,
0.083543,
0.049145,
0.008706,
0.059676,
0.053779,
0.066011,
-0.004286,
0.045184,
0.066253,
0.071393,
0.010084,
0.06496,
0.034418,
0.065925,
0.00445,
0.052221,
0.056696,
0.059943,
0.045177,
0.012816,
-0.024818,
0.020629,
0.07869,
